name,label,catchment,river,situation,easting,northing,x,y
Forsa2019_043,Forsa2019_043 - River Forsa - Downstream of weir on main river,island_of_mull_coastal,River Forsa,Downstream of weir on main river,160815,740000,-5.887128,56.491129
Forsa2019_044,Forsa2019_044 - Allt Coire Fraoich - Upstream of Rhoail,island_of_mull_coastal,Allt Coire Fraoich,Upstream of Rhoail,163332,737563,-5.844132,56.470556
Forsa2019_045,Forsa2019_045 - River Forsa - Downstream of boulder weir,island_of_mull_coastal,River Forsa,Downstream of boulder weir,161979,737969,-5.866414,56.473514
Forsa2019_046,Forsa2019_046 - River Forsa - Glide upstream of rock ramp,island_of_mull_coastal,River Forsa,Glide upstream of rock ramp,159932,742363,-5.903614,56.51186
Forsa2019_047,Forsa2019_047 - River Forsa - Upstream of weir to riffle,island_of_mull_coastal,River Forsa,Upstream of weir to riffle,160882,739422,-5.885512,56.485983
Forsa2019_048,Forsa2019_048 - River Forsa - Upstream of confluence with forest drain on right bank,island_of_mull_coastal,River Forsa,Upstream of confluence with forest drain on right bank,163287,736989,-5.84434,56.465389
Forsa2019_049,Forsa2019_049 - River Forsa,island_of_mull_coastal,River Forsa,,162725,737270,-5.853696,56.467625
Forsa2019_050,Forsa2019_050 - River Forsa - Between riffles upstream of bend with watergate.,island_of_mull_coastal,River Forsa,Between riffles upstream of bend with watergate.,160082,742077,-5.900918,56.509373
JUALLT01,JUALLT01 - Allt a' Mhuilinn (Badnaban) - Between tidal mark and lower falls on LH braid.,island_of_mull_coastal,Allt a' Mhuilinn (Badnaban),Between tidal mark and lower falls on LH braid.,140279,745425,-6.225162,56.528861
MUALL01,MUALL01 - Allt a' Mhuilinn (Mull) - BETWEEN TIDAL MARK AND LOWER LH FALLS,island_of_mull_coastal,Allt a' Mhuilinn (Mull),BETWEEN TIDAL MARK AND LOWER LH FALLS,140279,745425,-6.225162,56.528861
MUALL02,MUALL02 - Allt a' Mhuilinn (Mull) - LH braid on bend u/s of lower falls,island_of_mull_coastal,Allt a' Mhuilinn (Mull),LH braid on bend u/s of lower falls,140300,745507,-6.224904,56.529607
MUALL03,MUALL03 - Allt a' Mhuilinn (Mull) - RIFFLE SECTION U/S OF 200M LONG DJ SECTION,island_of_mull_coastal,Allt a' Mhuilinn (Mull),RIFFLE SECTION U/S OF 200M LONG DJ SECTION,140367,745413,-6.223724,56.528802
MUALL04,MUALL04 - Allt a' Mhuilinn (Mull) - ADJACENT TO SHEEPFOLD,island_of_mull_coastal,Allt a' Mhuilinn (Mull),ADJACENT TO SHEEPFOLD,140434,745399,-6.222624,56.528714
MUALL05,MUALL05 - Allt a' Mhuilinn (Mull) - D/s of impassable falls,island_of_mull_coastal,Allt a' Mhuilinn (Mull),D/s of impassable falls,140586,745500,-6.22026,56.529702
MUALL06,MUALL06 - Allt a' Mhuilinn (Mull) - U/s of impassable falls. Gorgey section.,island_of_mull_coastal,Allt a' Mhuilinn (Mull),U/s of impassable falls. Gorgey section.,140797,745492,-6.216831,56.529747
Mingary 1,Mingary 1 - Mingary - Upstream of right bank tributary and island,island_of_mull_coastal,Mingary,Upstream of right bank tributary and island,143327,755114,-6.185341,56.617347
Mingary 1a,Mingary 1a - Mingary,island_of_mull_coastal,Mingary,,143367,755081,-6.184658,56.617073
Mingary 1b,Mingary 1b - Mingary - Downstream of footbridge,island_of_mull_coastal,Mingary,Downstream of footbridge,143351,754950,-6.184788,56.615891
Mingary 2,Mingary 2 - Mingary - Downstream of footbridge,island_of_mull_coastal,Mingary,Downstream of footbridge,143371,154772,-5.677628,51.234263
Mingary 3a,Mingary 3a - Mingary - Upstream of Island braid. rock wall on right bank,island_of_mull_coastal,Mingary,Upstream of Island braid. rock wall on right bank,143502,754519,-6.181906,56.612111
Mingary 4,Mingary 4 - Mingary - Middle mainstem,island_of_mull_coastal,Mingary,Middle mainstem,143614,754231,-6.179801,56.609592
Mingary 4b,Mingary 4b - Mingary - Downstream of new forest fence line,island_of_mull_coastal,Mingary,Downstream of new forest fence line,143647,754141,-6.179176,56.608804
Mingary 5,Mingary 5 - Mingary - Upper mainstem,island_of_mull_coastal,Mingary,Upper mainstem,143865,753759,-6.175255,56.6055
Mingary 5a,Mingary 5a - Mingary - 30 m upstream of left bank tributary,island_of_mull_coastal,Mingary,30 m upstream of left bank tributary,144039,753535,-6.172207,56.603588
Mingary 6a,Mingary 6a - Mingary - Upstream of road. 40 m upstream of cascade obstacle,island_of_mull_coastal,Mingary,Upstream of road. 40 m upstream of cascade obstacle,145134,752198,-6.153102,56.592205
Mingary 7,Mingary 7 - Mingary Burn - 50m U/S Road bridge,island_of_mull_coastal,Mingary Burn,50m U/S Road bridge,145100,752235,-6.15369,56.592518
Pmussel_Argyll_005,Pmussel_Argyll_005 - Allt Airgh nan Gamhna - 20 m upstream of confluence,island_of_mull_coastal,Allt Airgh nan Gamhna,20 m upstream of confluence,143112,755358,-6.189077,56.619415
SEPA 359101,SEPA 359101 - Aros River - 23m d/s left bank trib (Allt Chrioman),island_of_mull_coastal,Aros River,23m d/s left bank trib (Allt Chrioman),153892,745478,-6.004467,56.536657
SEPA 562116,SEPA 562116 - Ledmore River - start at right bank birch (in bankface),island_of_mull_coastal,Ledmore River,start at right bank birch (in bankface),152124,745747,-6.0334,56.538139
SEPA 562117,SEPA 562117 - Aros River - d/s stepping stones - from between islands to stepping stones,island_of_mull_coastal,Aros River,d/s stepping stones - from between islands to stepping stones,155459,744900,-5.978506,56.532294
SEPA 562435,SEPA 562435 - Allt a Chlogaid - 35m u/s Loch Frisa,island_of_mull_coastal,Allt a Chlogaid,35m u/s Loch Frisa,147820,750396,-6.107723,56.577509
Argyll_0189,Argyll_0189 - Ballygrant Burn - Adjacent to farm building downstream of Loch Ballygrant. Upstream of obstacle.,islay_coastal,Ballygrant Burn,Adjacent to farm building downstream of Loch Ballygrant. Upstream of obstacle.,140044,666050,-6.151371,55.8175
Argyll_0190,Argyll_0190 - Torra River - 30 m downstream of waterfall obstacle,islay_coastal,Torra River,30 m downstream of waterfall obstacle,135484,654085,-6.212349,55.70781
Argyll_0222,Argyll_0222 - Barr River - Downstream of waterfall obstacle,islay_coastal,Barr River,Downstream of waterfall obstacle,138452,660643,-6.171518,55.768188
JUAB01,"JUAB01 - Abhainn Ghlean Aoistail (Jura) - RH braided section, 150m u/s of 1st wier",jura_coastal,Abhainn Ghlean Aoistail (Jura),"RH braided section, 150m u/s of 1st wier",159968,684368,-5.85041,55.992026
JUAB02,"JUAB02 - Abhainn Ghlean Aoistail (Jura) - LH braid, mainstem",jura_coastal,Abhainn Ghlean Aoistail (Jura),"LH braid, mainstem",160228,684749,-5.846591,55.995572
JUAB03,JUAB03 - Abhainn Ghlean Aoistail (Jura),jura_coastal,Abhainn Ghlean Aoistail (Jura),,160647,685011,-5.840122,55.99813
JUAB04,JUAB04 - Abhainn Ghlean Aoistail (Jura) - LB trib. 500m u/s of mainstem,jura_coastal,Abhainn Ghlean Aoistail (Jura),LB trib. 500m u/s of mainstem,160279,685409,-5.846364,56.001514
JUAB05,JUAB05 - Abhainn Ghlean Aoistail (Jura) - D/S of pond wier,jura_coastal,Abhainn Ghlean Aoistail (Jura),D/S of pond wier,160610,685454,-5.841108,56.002083
JUAB06,JUAB06 - Abhainn Ghlean Aoistail (Jura) - U/S of pond,jura_coastal,Abhainn Ghlean Aoistail (Jura),U/S of pond,160550,685595,-5.842194,56.003317
JUAB07,JUAB07 - Abhainn Ghlean Aoistail (Jura) - 100m d/s of forestry fenceline,jura_coastal,Abhainn Ghlean Aoistail (Jura),100m d/s of forestry fenceline,160922,686197,-5.836778,56.008899
JUAB08,JUAB08 - Abhainn Ghlean Aoistail (Jura),jura_coastal,Abhainn Ghlean Aoistail (Jura),,160943,686425,-5.836645,56.010953
JUAB09,JUAB09 - Abhainn Ghlean Aoistail (Jura),jura_coastal,Abhainn Ghlean Aoistail (Jura),,161231,687146,-5.832677,56.01756
JUAB10,JUAB10 - Abhainn Ghlean Aoistail (Jura) - Argo crossing on mainstem,jura_coastal,Abhainn Ghlean Aoistail (Jura),Argo crossing on mainstem,161003,687084,-5.836271,56.016891
JUAB11,JUAB11 - Abhainn Ghlean Aoistail (Jura) - 200M U/S OF FALLS,jura_coastal,Abhainn Ghlean Aoistail (Jura),200M U/S OF FALLS,160964,687486,-5.837253,56.020475
JUAB12,JUAB12 - Abhainn Ghlean Aoistail (Jura) - 70m d/s of water fall,jura_coastal,Abhainn Ghlean Aoistail (Jura),70m d/s of water fall,160839,688130,-5.839827,56.026186
JUAB13,JUAB13 - Abhainn Ghlean Aoistail (Jura) - u/s of upper falls,jura_coastal,Abhainn Ghlean Aoistail (Jura),u/s of upper falls,160130,688543,-5.851546,56.029534
Allt Barrandromain 1,"Allt Barrandromain 1 - Allt Barrandromain - Upstream of ford and road, to fallen tree on LB. Downstream off outflow",kerrera_coastal,Allt Barrandromain,"Upstream of ford and road, to fallen tree on LB. Downstream off outflow",184926,723219,-5.482521,56.352279
Allt Barrandromain 2,Allt Barrandromain 2 - Allt Barrandromain - U/S of Powerhouse and LWD up to bridge,kerrera_coastal,Allt Barrandromain,U/S of Powerhouse and LWD up to bridge,184910,723142,-5.482717,56.351581
Allt Barrandromain 3,Allt Barrandromain 3 - Allt Barrandromain - At intake,kerrera_coastal,Allt Barrandromain,At intake,184746,722849,-5.485125,56.348879
AA 1,AA 1 - Abhainn Achachoish - Abhainn Achachoish,kintyre_coastal,Abhainn Achachoish,Abhainn Achachoish,184322,665791,-5.445917,55.836986
Argyll_0182,Argyll_0182 - Carradale Water - Upstream of left bank burn confluence,kintyre_coastal,Carradale Water,Upstream of left bank burn confluence,178890,639342,-5.511114,55.59733
Argyll_0185,Argyll_0185 - Barr Water - Upper Glenbarr. Upstream of Arnicle Farm.,kintyre_coastal,Barr Water,Upper Glenbarr. Upstream of Arnicle Farm.,172083,638638,-5.618338,55.587879
Argyll_0198,Argyll_0198 - Carradale Water - Upstream of Cemetary,kintyre_coastal,Carradale Water,Upstream of Cemetary,179172,641839,-5.508648,55.619852
Argyll_0225,Argyll_0225 - Carradale Water - 80 m downstream of Auchenbreck bridge crossing,kintyre_coastal,Carradale Water,80 m downstream of Auchenbreck bridge crossing,178444,644313,-5.522178,55.641709
Glenlussa3,"Glenlussa3 - Glenlussa Water - Lower mainstem, U/S of crossing point.",kintyre_coastal,Glenlussa Water,"Lower mainstem, U/S of crossing point.",174395,625994,-5.571427,55.475566
LC1,LC1 - Lephin Corrach,kintyre_coastal,Lephin Corrach,,176919,635863,-5.53952,55.565231
LC2,LC2 - Lephin Corrach,kintyre_coastal,Lephin Corrach,,177829,635941,-5.525181,55.566346
LC3,LC3 - Lephin Corrach,kintyre_coastal,Lephin Corrach,,178932,635777,-5.507593,55.565377
TW1,TW1 - Torrisdale Water,kintyre_coastal,Torrisdale Water,,175826,636803,-5.55758,55.57316
TW2,TW2 - Torrisdale Water,kintyre_coastal,Torrisdale Water,,177132,636893,-5.53698,55.574566
TW3,TW3 - Torrisdale Water,kintyre_coastal,Torrisdale Water,,178844,636839,-5.509836,55.574861
ARCAM1,ARCAM1 - Arichonan Burn - Start at conifer plantation,knapdale_coastal,Arichonan Burn,Start at conifer plantation,178107,691422,-5.566049,56.064013
ARCAM2,ARCAM2 - Arichonan Burn - From small l/b alder tree,knapdale_coastal,Arichonan Burn,From small l/b alder tree,177512,690664,-5.574957,56.05694
ARCAM3,ARCAM3 - Arichonan Burn,knapdale_coastal,Arichonan Burn,,178270,691778,-5.563731,56.067281
ARDAM1,ARDAM1 - Carsaig Burn - u/s of lb trib in middle of sheep ford,knapdale_coastal,Carsaig Burn,u/s of lb trib in middle of sheep ford,174424,689939,-5.623831,56.048994
ARDEM1,ARDEM1 - Carsaig Burn - Adjacent to wall,knapdale_coastal,Carsaig Burn,Adjacent to wall,174608,689813,-5.620778,56.047951
ARDEM2,ARDEM2 - Carsaig Burn - Opposite forestry track - 2 alder trees on RB,knapdale_coastal,Carsaig Burn,Opposite forestry track - 2 alder trees on RB,174863,690970,-5.617664,56.058445
ARNAM1,ARNAM1 - Arinafad Beg - Forestry Gate,knapdale_coastal,Arinafad Beg,Forestry Gate,176391,689421,-5.591884,56.045272
ARNAM2,ARNAM2 - Arinafad Beg,knapdale_coastal,Arinafad Beg,,176001,689623,-5.598301,56.046901
Argyll_0320,Argyll_0320 - River Lonan - Downstream of bend at Glenamachrie Farm.,knapdale_coastal,River Lonan,Downstream of bend at Glenamachrie Farm.,192213,728621,-5.369095,56.403982
BNGAM1,BNGAM1 - Barnagad Burn - 50m d/s of road,knapdale_coastal,Barnagad Burn,50m d/s of road,178484,687256,-5.556563,56.02683
BNGAM2,BNGAM2 - Barnagad Burn,knapdale_coastal,Barnagad Burn,,179076,687510,-5.547292,56.029381
BNGEM1,BNGEM1 - Barnagad Burn,knapdale_coastal,Barnagad Burn,,178651,686727,-5.553453,56.022164
BNGEM2,BNGEM2 - Barnagad Burn - Below gorgey section below road up to log jam,knapdale_coastal,Barnagad Burn,Below gorgey section below road up to log jam,178461,686885,-5.556625,56.023493
BNGEM3,BNGEM3 - Barnagad Burn - Below track - fish from large boulder in middle of burn,knapdale_coastal,Barnagad Burn,Below track - fish from large boulder in middle of burn,178233,686974,-5.56035,56.024185
CARAM1,CARAM1 - Carsaig Burn - d/s of falls (30m),knapdale_coastal,Carsaig Burn,d/s of falls (30m),174316,688002,-5.623931,56.031575
CARAM2,CARAM2 - Carsaig Burn - u/s of cemetery & polytunnel in garden on RB,knapdale_coastal,Carsaig Burn,u/s of cemetery & polytunnel in garden on RB,173720,687694,-5.633216,56.028532
CLEM1,CLEM1 - Lochan Buic burns - 150m downstream of loch confluence.,knapdale_coastal,Lochan Buic burns,150m downstream of loch confluence.,180249,690805,-5.531208,56.059469
CLEM2,CLEM2 - Lochan Buic burns - Beside forstry road in clearing,knapdale_coastal,Lochan Buic burns,Beside forstry road in clearing,179493,690011,-5.542671,56.052001
CLEM3,CLEM3 - Lochan Buic burns - above forestry road,knapdale_coastal,Lochan Buic burns,above forestry road,179109,689234,-5.548184,56.044856
CLEM4,CLEM4 - Lochan Buic burns,knapdale_coastal,Lochan Buic burns,,178953,689240,-5.550688,56.044838
CLEM4A,CLEM4A - Lochan Buic burns - Fallen conifer d/s of old birch in-stream up to stump/mink raft on RB,knapdale_coastal,Lochan Buic burns,Fallen conifer d/s of old birch in-stream up to stump/mink raft on RB,179061,689103,-5.548845,56.043659
CLEM4B,CLEM4B - Lochan Buic burns - Start d/s of broken birch on LB up to fallen conifer,knapdale_coastal,Lochan Buic burns,Start d/s of broken birch on LB up to fallen conifer,179702,689146,-5.538611,56.04434
CLEM5,CLEM5 - Lochan Buic burns,knapdale_coastal,Lochan Buic burns,,178436,688559,-5.558408,56.038492
Fidhle E1,Fidhle E1 - Loch Linne burns - Upstream of forestry track,knapdale_coastal,Loch Linne burns,Upstream of forestry track,179505,690490,-5.542873,56.056302
LBAF1,LBAF1 - Loch Coile-Bhar burns - Upstream of footpathe to confluence with Loch.,knapdale_coastal,Loch Coile-Bhar burns,Upstream of footpathe to confluence with Loch.,179485,691470,-5.544001,56.065081
LBAF2,LBAF2 - Loch Coile-Bhar burns,knapdale_coastal,Loch Coile-Bhar burns,,179580,691579,-5.542567,56.066102
LBEF1,LBEF1 - Loch Coile-Bhar burns - from posts on LB - road bridge,knapdale_coastal,Loch Coile-Bhar burns,from posts on LB - road bridge,178968,690984,-5.551887,56.060484
LBEF1A,LBEF1A - Loch Coile-Bhar burns - U/s of lower up to log across burn (20m u/s of loch),knapdale_coastal,Loch Coile-Bhar burns,U/s of lower up to log across burn (20m u/s of loch),178859,690868,-5.553538,56.059393
LBEF2,LBEF2 - Loch Coile-Bhar burns,knapdale_coastal,Loch Coile-Bhar burns,,178888,690929,-5.553123,56.059954
LBEM1,LBEM1 - Lochan Buic burns - 50m d/s forestry road,knapdale_coastal,Lochan Buic burns,50m d/s forestry road,179041,689245,-5.549282,56.044923
LCBAF2,LCBAF2 - Loch Coile-Bhar burns,knapdale_coastal,Loch Coile-Bhar burns,,178494,690690,-5.55924,56.057628
LCBAF3,LCBAF3 - Loch Coile-Bhar burns,knapdale_coastal,Loch Coile-Bhar burns,,178531,690631,-5.558599,56.057117
LCBEM1,LCBEM1 - Loch Coile-Bhar burns - u/s culvert of forestry track/above falls,knapdale_coastal,Loch Coile-Bhar burns,u/s culvert of forestry track/above falls,179891,689850,-5.536161,56.05074
LCBEM1A,"LCBEM1A - Loch Coile-Bhar burns - Wide low gradient stretch, u/s of root pinch point to start of >gradient above large boulder",knapdale_coastal,Loch Coile-Bhar burns,"Wide low gradient stretch, u/s of root pinch point to start of >gradient above large boulder",177343,689810,-5.576955,56.049203
LCBEM1B,"LCBEM1B - Loch Coile-Bhar burns - Opposite ruin building - start u/s of large boulder, up to roots on both banks.",knapdale_coastal,Loch Coile-Bhar burns,"Opposite ruin building - start u/s of large boulder, up to roots on both banks.",177823,689785,-5.569244,56.049202
LCBEM2,LCBEM2 - Loch Coile-Bhar burns - 40m Downstream of impassable waterfall (Downstream of footpath),knapdale_coastal,Loch Coile-Bhar burns,40m Downstream of impassable waterfall (Downstream of footpath),177720,689705,-5.570827,56.048437
LCBEM3,LCBEM3 - Loch Coile-Bhar burns - u/s from track culvert,knapdale_coastal,Loch Coile-Bhar burns,u/s from track culvert,177206,689278,-5.578708,56.044369
LCBEM4,LCBEM4 - Loch Coile-Bhar burns - 70m u/s tidal limit,knapdale_coastal,Loch Coile-Bhar burns,70m u/s tidal limit,176787,688770,-5.584998,56.039619
LFEF1,LFEF1 - Loch Linne burns,knapdale_coastal,Loch Linne burns,,180028,691018,-5.534925,56.061277
LLAF1,LLAF1 - Loch Linne burns,knapdale_coastal,Loch Linne burns,,180003,691528,-5.535745,56.065839
LLAF2,LLAF2 - Loch Linne burns,knapdale_coastal,Loch Linne burns,,179995,691640,-5.535965,56.06684
LLAF3,LLAF3 - Loch Linne burns,knapdale_coastal,Loch Linne burns,,180011,691455,-5.535556,56.065188
LLEM1,LLEM1 - Loch Linne burns,knapdale_coastal,Loch Linne burns,,179238,690412,-5.547088,56.055479
LLEM1A,LLEM1A - Loch Linne burns - From LWD to fallen tree. Between 9 & 9B,knapdale_coastal,Loch Linne burns,From LWD to fallen tree. Between 9 & 9B,179213,690371,-5.547454,56.0551
LLEM1B,"LLEM1B - Loch Linne burns - 5Om d/s of 9A, opposite lay-by",knapdale_coastal,Loch Linne burns,"5Om d/s of 9A, opposite lay-by",179209,690354,-5.547505,56.054946
LLEM2,LLEM2 - Loch Linne burns - U/s wall on LB,knapdale_coastal,Loch Linne burns,U/s wall on LB,178895,690040,-5.552277,56.051985
LLEM3,LLEM3 - Loch Linne burns - u/s pine tree on RB,knapdale_coastal,Loch Linne burns,u/s pine tree on RB,178544,689634,-5.557566,56.048182
